work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Machine Learning Engineer,230997,USD,230997,US,100,US,M
2023,SE,FT,Machine Learning Engineer,258718,USD,258718,US,100,US,M
2023,SE,FT,Analytics Engineer,208593,USD,208593,US,0,US,M
2023,SE,FT,Analytics Engineer,232435,USD,232435,US,0,US,M
2023,SE,FT,Data Engineer,254561,USD,254561,US,0,US,M
2023,SE,FT,Data Engineer,216424,USD,216424,US,0,US,M
2023,SE,FT,Data Engineer,221510,USD,221510,US,0,US,M
2023,SE,FT,Data Engineer,229494,USD,229494,US,0,US,M
2023,MI,FT,Data Analytics Manager,181863,USD,181863,US,0,US,M
2023,MI,FT,Data Analytics Manager,169308,USD,169308,US,0,US,M
2023,SE,FT,Data Engineer,239122,USD,239122,US,100,US,M
2023,SE,FT,Data Engineer,225563,USD,225563,US,100,US,M
2023,SE,FT,Machine Learning Engineer,257577,USD,257577,US,0,US,L
2023,SE,FT,Machine Learning Engineer,240876,USD,240876,US,0,US,L
2023,MI,FT,Data Engineer,216882,USD,216882,US,100,US,M
2023,MI,FT,Data Engineer,188909,USD,188909,US,100,US,M
2023,EN,FT,Data Engineer,144438,USD,144438,US,0,US,M
2023,EN,FT,Data Engineer,158053,USD,158053,US,0,US,M
2023,SE,FT,Data Scientist,224943,USD,224943,US,100,US,M
2023,SE,FT,Data Scientist,242427,USD,242427,US,100,US,M
2023,EN,FT,Data Analyst,163171,USD,163171,US,0,US,M
2023,EN,FT,Data Analyst,128227,USD,128227,US,0,US,M
2023,SE,FT,Data Analyst,229713,USD,229713,US,0,US,M
2023,SE,FT,Data Analyst,230615,USD,230615,US,0,US,M
2023,SE,FT,Machine Learning Engineer,251273,USD,251273,US,100,US,M
2023,SE,FT,Machine Learning Engineer,227070,USD,227070,US,100,US,M
2023,SE,FT,Data Engineer,222468,USD,222468,US,100,US,M
2023,SE,FT,Data Engineer,244557,USD,244557,US,100,US,M
2023,SE,FT,Data Scientist,233260,USD,233260,US,0,US,M
2023,SE,FT,Data Scientist,232703,USD,232703,US,0,US,M
2023,SE,FT,Analytics Engineer,229553,USD,229553,US,0,US,M
2023,SE,FT,Analytics Engineer,217247,USD,217247,US,0,US,M
2023,MI,FT,Data Engineer,201084,USD,201084,US,100,US,M
2023,MI,FT,Data Engineer,201813,USD,201813,US,100,US,M
2023,MI,FT,Business Data Analyst,203135,USD,203135,US,50,US,L
2023,MI,FT,Applied Data Scientist,237868,USD,237868,IN,100,IN,L
2023,MI,FT,Data Analyst,193180,USD,193180,GB,0,GB,M
2023,MI,FT,Data Analyst,173217,USD,173217,GB,0,GB,M
2023,SE,FT,Data Engineer,236171,USD,236171,US,0,US,M
2023,SE,FT,Data Engineer,216614,USD,216614,US,0,US,M
2023,SE,FT,Data Analyst,236936,USD,236936,US,0,US,M
2023,SE,FT,Data Analyst,241390,USD,241390,US,0,US,M
2023,SE,FT,Applied Scientist,235960,USD,235960,US,0,US,L
2023,SE,FT,Applied Scientist,257349,USD,257349,US,0,US,L
2023,SE,FT,Machine Learning Engineer,236848,USD,236848,US,0,US,M
2023,SE,FT,Machine Learning Engineer,241755,USD,241755,US,0,US,M
2023,MI,FT,Data Engineer,211040,USD,211040,US,0,US,M
2023,MI,FT,Data Engineer,185358,USD,185358,US,0,US,M
2023,SE,FT,Analytics Engineer,226363,USD,226363,US,100,US,M
2023,SE,FT,Analytics Engineer,224735,USD,224735,US,100,US,M
2023,SE,FT,Data Engineer,218519,USD,218519,US,0,US,M
2023,SE,FT,Data Engineer,227375,USD,227375,US,0,US,M
2023,SE,FT,Applied Scientist,249890,USD,249890,US,0,US,L
2023,SE,FT,Applied Scientist,249117,USD,249117,US,0,US,L
2023,SE,FT,Data Analyst,247417,USD,247417,CF,100,CF,M
2023,SE,FT,Data Analyst,237655,USD,237655,CF,100,CF,M
2023,SE,FT,Data Engineer,245726,USD,245726,US,0,US,M
2023,SE,FT,Data Engineer,225127,USD,225127,US,0,US,M
2023,SE,FT,Data Engineer,270912,USD,270912,US,100,US,M
2023,SE,FT,Data Engineer,245801,USD,245801,US,100,US,M
2023,MI,FT,Data Scientist,179423,USD,179423,GB,0,GB,M
2023,MI,FT,Data Scientist,176860,USD,176860,GB,0,GB,M
2020,EX,FT,Staff Data Analyst,264884,USD,264884,NG,0,CA,M
2023,MI,FT,ETL Engineer,197820,USD,197820,GB,100,GB,M
2023,MI,FT,ETL Engineer,209060,USD,209060,GB,100,GB,M
2023,EN,FT,Data Analyst,163173,USD,163173,US,100,US,M
2023,EN,FT,Data Analyst,156626,USD,156626,US,100,US,M
2023,SE,FT,Data Engineer,218147,USD,218147,US,0,US,M
2023,SE,FT,Data Engineer,210138,USD,210138,US,0,US,M
2023,MI,FT,Machine Learning Engineer,186546,USD,186546,US,0,US,M
2023,MI,FT,Machine Learning Engineer,202167,USD,202167,US,0,US,M
2023,SE,FT,Data Scientist,232266,USD,232266,US,0,US,M
2023,SE,FT,Data Scientist,214764,USD,214764,US,0,US,M
2023,SE,FT,Data Scientist,231776,USD,231776,US,0,US,M
2023,SE,FT,Data Scientist,234319,USD,234319,US,0,US,M
2023,MI,FT,Research Engineer,183203,USD,183203,US,0,US,M
2023,MI,FT,Research Engineer,195643,USD,195643,US,0,US,M
2023,SE,FT,Data Architect,238797,USD,238797,US,100,US,M
2023,SE,FT,Data Architect,224396,USD,224396,US,100,US,M
2023,SE,FT,Data Architect,242389,USD,242389,US,100,US,M
2023,SE,FT,Data Architect,244823,USD,244823,US,100,US,M
2023,SE,FT,Data DevOps Engineer,226184,USD,226184,FR,50,FR,S
2023,EX,FT,Data Engineer,280934,USD,280934,US,0,US,M
2023,EX,FT,Data Engineer,251783,USD,251783,US,0,US,M
2023,MI,FT,Data Engineer,177056,USD,177056,US,0,US,M
2023,MI,FT,Data Engineer,194474,USD,194474,US,0,US,M
2023,SE,FT,Data Engineer,244459,USD,244459,US,100,US,M
2023,SE,FT,Data Engineer,244474,USD,244474,US,100,US,M
2023,SE,FT,Computer Vision Engineer,273490,USD,273490,US,0,US,M
2023,SE,FT,Computer Vision Engineer,234144,USD,234144,US,0,US,M
2023,SE,FT,Machine Learning Engineer,245514,USD,245514,US,0,US,M
2023,SE,FT,Machine Learning Engineer,243337,USD,243337,US,0,US,M
2023,SE,FT,Data Scientist,237509,USD,237509,CA,0,CA,M
2023,SE,FT,Data Scientist,225920,USD,225920,CA,0,CA,M
2023,SE,FT,Data Analyst,246599,USD,246599,US,100,US,M
2023,SE,FT,Data Analyst,228234,USD,228234,US,100,US,M
2023,EN,FT,Data Engineer,175460,USD,175460,IN,100,IN,L
2023,SE,FT,Applied Data Scientist,229680,USD,229680,AU,100,FI,M
2023,MI,FT,AI Developer,186081,USD,186081,FI,0,FI,M
2023,SE,FT,Data Analyst,255250,USD,255250,US,0,US,M
2023,SE,FT,Data Analyst,205113,USD,205113,US,0,US,M
2023,SE,FT,Data Engineer,236527,USD,236527,US,0,US,M
2023,SE,FT,Data Engineer,208965,USD,208965,US,0,US,M
2023,SE,FT,Data Engineer,222641,USD,222641,US,0,US,M
2023,SE,FT,Data Engineer,241355,USD,241355,US,0,US,M
2023,SE,FT,Data Engineer,229070,USD,229070,US,0,US,M
2023,SE,FT,Data Engineer,215378,USD,215378,US,0,US,M
2023,EX,FT,Head of Data,262224,USD,262224,US,0,US,M
2023,EX,FT,Head of Data,278947,USD,278947,US,0,US,M
2023,SE,FT,Data Quality Analyst,220343,USD,220343,US,0,US,M
2023,SE,FT,Data Quality Analyst,231695,USD,231695,US,0,US,M
2023,SE,FT,Data Scientist,230246,USD,230246,US,0,US,M
2023,SE,FT,Data Scientist,221887,USD,221887,US,0,US,M
2023,MI,FT,AI Developer,220803,USD,220803,US,100,US,M
2023,SE,FT,Data Engineer,235900,USD,235900,US,0,US,M
2023,SE,FT,Data Engineer,204020,USD,204020,US,0,US,M
2023,EX,FT,Data Engineer,270535,USD,270535,US,0,US,M
2023,EX,FT,Data Engineer,260365,USD,260365,US,0,US,M
2023,SE,FT,Data Scientist,239919,USD,239919,US,0,US,M
2023,SE,FT,Data Scientist,220198,USD,220198,US,0,US,M
2023,SE,FT,Data Scientist,248324,USD,248324,US,0,US,L
2023,SE,FT,Data Scientist,255754,USD,255754,US,0,US,L
2023,SE,FT,Data Scientist,240079,USD,240079,US,0,US,M
2023,SE,FT,Data Scientist,215309,USD,215309,US,0,US,M
2023,SE,FT,Data Science Manager,225489,USD,225489,US,0,US,M
2023,SE,FT,Data Science Manager,223805,USD,223805,US,0,US,M
2023,SE,FT,Analytics Engineer,227567,USD,227567,US,100,US,M
2023,SE,FT,Analytics Engineer,256566,USD,256566,US,100,US,M
2022,SE,FT,Data Scientist,259555,USD,259555,ES,100,GB,L
2023,EN,FT,Data Engineer,133183,USD,133183,US,0,US,M
2023,EN,FT,Data Engineer,159304,USD,159304,US,0,US,M
2023,SE,FT,Data Analyst,252942,USD,252942,US,0,US,M
2023,SE,FT,Data Analyst,239878,USD,239878,US,0,US,M
2023,SE,FT,Research Engineer,215584,USD,215584,US,0,US,M
2023,SE,FT,Research Engineer,227994,USD,227994,US,0,US,M
2023,SE,FT,Data Analyst,242689,USD,242689,US,0,US,M
2023,SE,FT,Data Analyst,219015,USD,219015,US,0,US,M
2023,SE,FT,Data Engineer,243620,USD,243620,US,100,US,M
2023,SE,FT,Data Engineer,247587,USD,247587,US,100,US,M
2023,SE,FT,Data Scientist,228586,USD,228586,US,100,US,M
2023,SE,FT,Data Scientist,238986,USD,238986,US,100,US,M
2023,SE,FT,Data Analyst,188640,USD,188640,US,0,US,M
2023,SE,FT,Data Analyst,215218,USD,215218,US,0,US,M
2023,SE,FT,Data Scientist,226671,USD,226671,ES,0,ES,M
2023,SE,FT,Data Scientist,214740,USD,214740,ES,0,ES,M
2023,SE,FT,Data Engineer,267871,USD,267871,US,0,US,L
2023,SE,FT,Data Engineer,231153,USD,231153,US,0,US,L
2023,SE,FT,Analytics Engineer,230124,USD,230124,US,100,US,M
2023,SE,FT,Analytics Engineer,236967,USD,236967,US,100,US,M
2023,SE,FT,Analytics Engineer,252679,USD,252679,US,100,US,M
2023,SE,FT,Analytics Engineer,218185,USD,218185,US,100,US,M
2023,SE,FT,Applied Scientist,259745,USD,259745,US,0,US,L
2023,SE,FT,Applied Scientist,245922,USD,245922,US,0,US,L
2023,EX,FT,Data Engineer,256532,USD,256532,US,0,US,M
2023,EX,FT,Data Engineer,273840,USD,273840,US,0,US,M
2023,SE,FT,Applied Scientist,248186,USD,248186,US,0,US,L
2023,SE,FT,Applied Scientist,238603,USD,238603,US,0,US,L
2023,SE,FT,Research Scientist,244736,USD,244736,US,100,US,M
2023,SE,FT,Research Scientist,239280,USD,239280,US,100,US,M
2023,SE,FT,Applied Scientist,237160,USD,237160,US,100,US,M
2023,SE,FT,Applied Scientist,243738,USD,243738,US,100,US,M
2023,SE,FT,Data Analyst,256514,USD,256514,US,100,US,M
2023,SE,FT,Data Analyst,222659,USD,222659,US,100,US,M
2023,SE,FT,Data Scientist,255273,USD,255273,US,0,US,M
2023,SE,FT,Data Scientist,206296,USD,206296,US,0,US,M
2023,SE,FT,Data Engineer,236480,USD,236480,US,100,US,M
2023,SE,FT,Data Engineer,245353,USD,245353,US,100,US,M
2023,SE,FT,Data Scientist,233068,USD,233068,US,0,US,M
2023,SE,FT,Data Scientist,222234,USD,222234,US,0,US,M
2023,SE,FT,Data Scientist,237204,USD,237204,US,100,US,M
2023,SE,FT,Data Scientist,233789,USD,233789,US,100,US,M
2023,SE,FT,Data Scientist,222634,USD,222634,US,0,US,M
2023,SE,FT,Data Scientist,239885,USD,239885,US,0,US,M
2023,SE,FT,Applied Scientist,250080,USD,250080,US,0,US,L
2023,SE,FT,Applied Scientist,237492,USD,237492,US,0,US,L
2023,EX,FT,Analytics Engineer,286185,USD,286185,US,100,US,M
2023,EX,FT,Analytics Engineer,279084,USD,279084,US,100,US,M
2023,SE,FT,Data Analyst,237245,USD,237245,US,0,US,M
2023,SE,FT,Data Analyst,235048,USD,235048,US,0,US,M
2023,SE,FT,Research Scientist,223961,USD,223961,US,0,US,M
2023,SE,FT,Research Scientist,227183,USD,227183,US,0,US,M
2023,SE,FT,Data Scientist,248659,USD,248659,US,100,US,M
2023,SE,FT,Data Scientist,247017,USD,247017,US,100,US,M
2023,SE,FT,Data Engineer,228049,USD,228049,US,0,US,M
2023,SE,FT,Data Engineer,229706,USD,229706,US,0,US,M
2023,SE,FT,Data Scientist,245018,USD,245018,US,0,US,M
2023,SE,FT,Data Scientist,222607,USD,222607,US,0,US,M
2023,SE,FT,Data Analyst,244059,USD,244059,US,100,US,M
2023,SE,FT,Data Analyst,235075,USD,235075,US,100,US,M
2023,SE,FT,Data Manager,226090,USD,226090,US,0,US,M
2023,SE,FT,Data Manager,241873,USD,241873,US,0,US,M
2023,SE,FT,Data Analyst,247395,USD,247395,US,100,US,M
2023,SE,FT,Data Analyst,247253,USD,247253,US,100,US,M
2023,SE,FT,Data Scientist,245351,USD,245351,US,0,US,M
2023,SE,FT,Data Scientist,229951,USD,229951,US,0,US,M
2023,SE,FT,Data Manager,246875,USD,246875,US,100,US,M
2023,SE,FT,Data Manager,234980,USD,234980,US,100,US,M
2023,SE,FT,Data Scientist,233586,USD,233586,US,0,US,M
2023,SE,FT,Data Scientist,228139,USD,228139,US,0,US,M
2023,SE,FT,Data Analyst,228662,USD,228662,US,0,US,M
2023,SE,FT,Data Analyst,234635,USD,234635,US,0,US,M
2023,EN,FT,Data Analyst,157690,USD,157690,CA,0,CA,L
2022,SE,FT,AI Developer,225185,USD,225185,CA,0,CA,S
2023,SE,FL,Machine Learning Researcher,205238,USD,205238,UA,50,UA,S
2023,MI,FT,Machine Learning Engineer,187342,USD,187342,US,100,US,M
2023,MI,FT,Machine Learning Engineer,215784,USD,215784,US,100,US,M
2023,EN,FT,Data Scientist,189191,USD,189191,CA,100,CA,L
2023,SE,FT,Data Architect,235582,USD,235582,US,0,US,M
2023,SE,FT,Data Architect,235633,USD,235633,US,0,US,M
2023,SE,FT,Data Engineer,228153,USD,228153,US,0,US,M
2023,SE,FT,Data Engineer,217542,USD,217542,US,0,US,M
2023,SE,FT,Data Analyst,228408,USD,228408,US,0,US,M
2023,SE,FT,Data Analyst,219381,USD,219381,US,0,US,M
2023,EN,FT,Data Scientist,171390,USD,171390,US,100,US,M
2023,EN,FT,Data Scientist,157936,USD,157936,US,100,US,M
2023,MI,FT,Data Scientist,189803,USD,189803,US,100,US,M
2023,MI,FT,Data Scientist,195846,USD,195846,US,100,US,M
2023,SE,FT,Data Analyst,242450,USD,242450,CA,100,CA,M
2023,SE,FT,Data Analyst,230741,USD,230741,CA,100,CA,M
2023,EN,FT,Data Engineer,138442,USD,138442,US,0,US,M
2023,EN,FT,Data Engineer,151221,USD,151221,US,0,US,M
2023,SE,FT,Machine Learning Engineer,234836,USD,234836,US,0,US,M
2023,SE,FT,Machine Learning Engineer,225822,USD,225822,US,0,US,M
2023,SE,FT,Data Engineer,232652,USD,232652,US,100,US,M
2023,SE,FT,Data Engineer,241082,USD,241082,US,100,US,M
2023,SE,FT,Data Scientist,222338,USD,222338,US,100,US,M
2023,SE,FT,Data Scientist,222825,USD,222825,US,100,US,M
2023,EN,FT,Applied Scientist,157186,USD,157186,US,0,US,L
2023,EN,FT,Applied Scientist,163240,USD,163240,US,0,US,L
2023,SE,FT,Data Engineer,232027,USD,232027,US,0,US,M
2023,SE,FT,Data Engineer,245988,USD,245988,US,0,US,M
2023,SE,FT,Data Quality Analyst,239382,USD,239382,US,0,US,M
2023,SE,FT,Data Quality Analyst,227182,USD,227182,US,0,US,M
2023,SE,FT,Data Scientist,229472,USD,229472,US,0,US,M
2023,SE,FT,Data Scientist,217680,USD,217680,US,0,US,M
2023,SE,FT,Data Scientist,239478,USD,239478,US,100,US,M
2023,SE,FT,Data Scientist,236239,USD,236239,US,100,US,M
2023,SE,FT,Machine Learning Engineer,245769,USD,245769,US,100,US,M
2023,SE,FT,Machine Learning Engineer,231982,USD,231982,US,100,US,M
2023,MI,FT,Big Data Engineer,202826,USD,202826,ES,100,ES,M
2023,SE,FT,Data Engineer,246676,USD,246676,US,0,US,M
2023,SE,FT,Data Engineer,226996,USD,226996,US,0,US,M
2023,SE,FT,Data Scientist,244516,USD,244516,US,100,US,M
2023,SE,FT,Data Scientist,247974,USD,247974,US,100,US,M
2023,MI,FT,Data Analyst,182689,USD,182689,US,0,US,M
2023,MI,FT,Data Analyst,190186,USD,190186,US,0,US,M
2023,MI,FT,Research Scientist,194050,USD,194050,GB,0,GB,M
2023,MI,FT,Research Scientist,195071,USD,195071,GB,0,GB,M
2023,SE,FT,Data Engineer,219032,USD,219032,US,0,US,M
2023,SE,FT,Data Engineer,228593,USD,228593,US,0,US,M
2023,MI,FT,Data Specialist,195870,USD,195870,US,0,US,M
2023,MI,FT,Data Specialist,207297,USD,207297,US,0,US,M
2023,SE,FT,Data Engineer,239800,USD,239800,US,0,US,M
2023,SE,FT,Data Engineer,254114,USD,254114,US,0,US,M
2023,SE,FT,Data Analytics Manager,228700,USD,228700,US,100,US,M
2023,SE,FT,Data Analytics Manager,248358,USD,248358,US,100,US,M
2023,SE,FT,Machine Learning Engineer,234098,USD,234098,US,0,US,M
2023,SE,FT,Machine Learning Engineer,258153,USD,258153,US,0,US,M
2023,SE,FT,Data Engineer,218609,USD,218609,US,0,US,M
2023,SE,FT,Data Engineer,218232,USD,218232,US,0,US,M
2023,SE,FT,Data Analyst,220313,USD,220313,US,0,US,M
2023,SE,FT,Data Analyst,202036,USD,202036,US,0,US,M
2023,SE,FT,Data Engineer,221996,USD,221996,US,0,US,M
2023,SE,FT,Data Engineer,219198,USD,219198,US,0,US,M
2023,SE,FT,Data Scientist,241503,USD,241503,US,100,US,M
2023,SE,FT,Data Scientist,243797,USD,243797,US,100,US,M
2023,MI,FT,Data Scientist,222193,USD,222193,US,100,US,M
2023,MI,FT,Data Scientist,211094,USD,211094,US,100,US,M
2023,EX,FT,Data Scientist,262783,USD,262783,US,0,US,M
2023,EX,FT,Data Scientist,258928,USD,258928,US,0,US,M
2023,MI,FT,Lead Data Analyst,217097,USD,217097,US,0,US,L
2023,EN,FT,BI Data Engineer,140471,USD,140471,US,100,US,M
2023,SE,FT,Data Scientist,251657,USD,251657,ES,0,ES,M
2023,SE,FT,Data Scientist,243840,USD,243840,ES,0,ES,M
2023,EN,FT,Data Engineer,142675,USD,142675,US,0,US,M
2023,EN,FT,Data Engineer,127761,USD,127761,US,0,US,M
2023,MI,FT,Data Engineer,204531,USD,204531,US,0,US,M
2023,MI,FT,Data Engineer,186926,USD,186926,US,0,US,M
2023,SE,FT,Data Analyst,252340,USD,252340,US,100,US,M
2023,SE,FT,Data Analyst,218384,USD,218384,US,100,US,M
2023,SE,FT,Analytics Engineer,218214,USD,218214,US,0,US,M
2023,SE,FT,Analytics Engineer,225462,USD,225462,US,0,US,M
2023,SE,FT,Data Analyst,228063,USD,228063,US,0,US,M
2023,SE,FT,Data Analyst,222104,USD,222104,US,0,US,M
2023,EN,FT,Research Engineer,161267,USD,161267,US,0,US,M
2023,EN,FT,Research Engineer,141000,USD,141000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,230193,USD,230193,US,0,US,M
2023,SE,FT,Machine Learning Engineer,233342,USD,233342,US,0,US,M
